ip_range,network,service
51.143.104.90/32,westus2,AzureCognitiveSearch.WestUS2
2603:1030:c06:1::180/121,westus2,AzureCognitiveSearch.WestUS2
20.150.160.128/26,westus3,AzureCognitiveSearch.WestUS3
2603:1030:504:1::180/121,westus3,AzureCognitiveSearch.WestUS3
20.36.107.0/28,australiacentral,AzureConnectors.AustraliaCentral
20.53.0.0/27,australiacentral,AzureConnectors.AustraliaCentral
20.53.52.64/27,australiacentral,AzureConnectors.AustraliaCentral
20.53.52.96/28,australiacentral,AzureConnectors.AustraliaCentral
2603:1010:304:5::340/122,australiacentral,AzureConnectors.AustraliaCentral
2603:1010:304:402::180/122,australiacentral,AzureConnectors.AustraliaCentral
20.36.114.176/28,australiacentral2,AzureConnectors.AustraliaCentral2
20.36.117.160/27,australiacentral2,AzureConnectors.AustraliaCentral2
20.53.60.16/28,australiacentral2,AzureConnectors.AustraliaCentral2
20.53.60.32/27,australiacentral2,AzureConnectors.AustraliaCentral2
2603:1010:404:5::480/122,australiacentral2,AzureConnectors.AustraliaCentral2
2603:1010:404:402::180/122,australiacentral2,AzureConnectors.AustraliaCentral2
13.70.72.192/28,australiaeast,AzureConnectors.AustraliaEast
13.70.78.224/27,australiaeast,AzureConnectors.AustraliaEast
13.72.243.10/32,australiaeast,AzureConnectors.AustraliaEast
13.75.139.0/32,australiaeast,AzureConnectors.AustraliaEast
20.53.169.117/32,australiaeast,AzureConnectors.AustraliaEast
20.53.174.126/32,australiaeast,AzureConnectors.AustraliaEast
20.70.220.192/27,australiaeast,AzureConnectors.AustraliaEast
20.70.220.224/28,australiaeast,AzureConnectors.AustraliaEast
20.213.202.51/32,australiaeast,AzureConnectors.AustraliaEast
20.213.202.84/32,australiaeast,AzureConnectors.AustraliaEast
52.237.214.72/32,australiaeast,AzureConnectors.AustraliaEast
2603:1010:6:402::180/122,australiaeast,AzureConnectors.AustraliaEast
13.70.136.174/32,australiasoutheast,AzureConnectors.AustraliaSoutheast
13.77.45.34/32,australiasoutheast,AzureConnectors.AustraliaSoutheast
13.77.50.240/28,australiasoutheast,AzureConnectors.AustraliaSoutheast
13.77.55.160/27,australiasoutheast,AzureConnectors.AustraliaSoutheast
20.70.73.76/32,australiasoutheast,AzureConnectors.AustraliaSoutheast
20.92.3.64/27,australiasoutheast,AzureConnectors.AustraliaSoutheast
20.92.3.96/28,australiasoutheast,AzureConnectors.AustraliaSoutheast
20.92.47.23/32,australiasoutheast,AzureConnectors.AustraliaSoutheast
52.255.48.202/32,australiasoutheast,AzureConnectors.AustraliaSoutheast
2603:1010:101:402::180/122,australiasoutheast,AzureConnectors.AustraliaSoutheast
20.201.0.58/32,brazilsouth,AzureConnectors.BrazilSouth
20.201.0.70/32,brazilsouth,AzureConnectors.BrazilSouth
20.201.68.20/32,brazilsouth,AzureConnectors.BrazilSouth
20.201.68.30/32,brazilsouth,AzureConnectors.BrazilSouth
104.41.59.51/32,brazilsouth,AzureConnectors.BrazilSouth
191.232.191.157/32,brazilsouth,AzureConnectors.BrazilSouth
191.233.203.192/28,brazilsouth,AzureConnectors.BrazilSouth
191.233.207.160/27,brazilsouth,AzureConnectors.BrazilSouth
191.234.180.112/32,brazilsouth,AzureConnectors.BrazilSouth
191.238.76.112/28,brazilsouth,AzureConnectors.BrazilSouth
191.238.76.128/27,brazilsouth,AzureConnectors.BrazilSouth
2603:1050:6:402::180/122,brazilsouth,AzureConnectors.BrazilSouth
4.238.1.104/32,brazilse,AzureConnectors.BrazilSoutheast
4.238.1.131/32,brazilse,AzureConnectors.BrazilSoutheast
20.206.0.0/26,brazilse,AzureConnectors.BrazilSoutheast
23.97.120.109/32,brazilse,AzureConnectors.BrazilSoutheast
191.233.51.0/26,brazilse,AzureConnectors.BrazilSoutheast
2603:1050:403:400::2c0/122,brazilse,AzureConnectors.BrazilSoutheast
13.71.170.208/28,canadacentral,AzureConnectors.CanadaCentral
13.71.175.160/27,canadacentral,AzureConnectors.CanadaCentral
20.48.200.192/27,canadacentral,AzureConnectors.CanadaCentral
20.48.200.224/28,canadacentral,AzureConnectors.CanadaCentral
20.200.90.162/32,canadacentral,AzureConnectors.CanadaCentral
20.200.91.36/32,canadacentral,AzureConnectors.CanadaCentral
40.82.184.6/32,canadacentral,AzureConnectors.CanadaCentral
40.82.184.43/32,canadacentral,AzureConnectors.CanadaCentral
40.85.206.95/32,canadacentral,AzureConnectors.CanadaCentral
52.237.24.126/32,canadacentral,AzureConnectors.CanadaCentral
52.237.32.212/32,canadacentral,AzureConnectors.CanadaCentral
2603:1030:f05:402::180/122,canadacentral,AzureConnectors.CanadaCentral
20.104.170.166/32,canadaeast,AzureConnectors.CanadaEast
20.104.170.192/32,canadaeast,AzureConnectors.CanadaEast
40.69.106.240/28,canadaeast,AzureConnectors.CanadaEast
40.69.111.0/27,canadaeast,AzureConnectors.CanadaEast
52.139.111.0/27,canadaeast,AzureConnectors.CanadaEast
52.139.111.32/28,canadaeast,AzureConnectors.CanadaEast
52.242.30.112/32,canadaeast,AzureConnectors.CanadaEast
52.242.35.152/32,canadaeast,AzureConnectors.CanadaEast
52.242.36.40/32,canadaeast,AzureConnectors.CanadaEast
2603:1030:1005:3::640/122,canadaeast,AzureConnectors.CanadaEast
2603:1030:1005:402::180/122,canadaeast,AzureConnectors.CanadaEast
13.71.30.211/32,centralindia,AzureConnectors.CentralIndia
20.43.123.0/27,centralindia,AzureConnectors.CentralIndia
20.192.168.64/27,centralindia,AzureConnectors.CentralIndia
20.192.168.96/28,centralindia,AzureConnectors.CentralIndia
20.204.203.193/32,centralindia,AzureConnectors.CentralIndia
20.204.204.5/32,centralindia,AzureConnectors.CentralIndia
20.204.241.221/32,centralindia,AzureConnectors.CentralIndia
20.204.241.222/32,centralindia,AzureConnectors.CentralIndia
52.172.211.12/32,centralindia,AzureConnectors.CentralIndia
52.172.212.129/32,centralindia,AzureConnectors.CentralIndia
104.211.81.192/28,centralindia,AzureConnectors.CentralIndia
2603:1040:a06:402::180/122,centralindia,AzureConnectors.CentralIndia
13.89.171.80/28,centralus,AzureConnectors.CentralUS
13.89.178.64/27,centralus,AzureConnectors.CentralUS
20.80.123.57/32,centralus,AzureConnectors.CentralUS
20.80.123.134/32,centralus,AzureConnectors.CentralUS
20.98.144.224/27,centralus,AzureConnectors.CentralUS
20.98.145.0/28,centralus,AzureConnectors.CentralUS
40.113.242.246/32,centralus,AzureConnectors.CentralUS
52.141.219.147/32,centralus,AzureConnectors.CentralUS
52.141.220.24/32,centralus,AzureConnectors.CentralUS
52.173.241.27/32,centralus,AzureConnectors.CentralUS
52.173.245.164/32,centralus,AzureConnectors.CentralUS
2603:1030:10:402::180/122,centralus,AzureConnectors.CentralUS
20.45.240.112/28,centraluseuap,AzureConnectors.CentralUSEUAP
20.45.241.128/27,centraluseuap,AzureConnectors.CentralUSEUAP
20.45.250.177/32,centraluseuap,AzureConnectors.CentralUSEUAP
40.78.202.96/28,centraluseuap,AzureConnectors.CentralUSEUAP
52.180.164.214/32,centraluseuap,AzureConnectors.CentralUSEUAP
168.61.140.0/27,centraluseuap,AzureConnectors.CentralUSEUAP
168.61.143.64/26,centraluseuap,AzureConnectors.CentralUSEUAP
2603:1030:f:400::980/122,centraluseuap,AzureConnectors.CentralUSEUAP
13.75.36.64/28,eastasia,AzureConnectors.EastAsia
13.75.110.131/32,eastasia,AzureConnectors.EastAsia
13.75.113.224/32,eastasia,AzureConnectors.EastAsia
20.24.118.173/32,eastasia,AzureConnectors.EastAsia
20.24.118.184/32,eastasia,AzureConnectors.EastAsia
20.205.67.48/28,eastasia,AzureConnectors.EastAsia
20.205.67.64/27,eastasia,AzureConnectors.EastAsia
52.175.23.169/32,eastasia,AzureConnectors.EastAsia
104.214.164.0/27,eastasia,AzureConnectors.EastAsia
104.214.165.128/26,eastasia,AzureConnectors.EastAsia
2603:1040:207:402::180/122,eastasia,AzureConnectors.EastAsia
20.62.210.48/32,eastus,AzureConnectors.EastUS
20.88.153.176/28,eastus,AzureConnectors.EastUS
20.88.153.192/27,eastus,AzureConnectors.EastUS
40.71.11.80/28,eastus,AzureConnectors.EastUS
40.71.15.160/27,eastus,AzureConnectors.EastUS
40.71.193.203/32,eastus,AzureConnectors.EastUS
40.71.249.139/32,eastus,AzureConnectors.EastUS
40.71.249.205/32,eastus,AzureConnectors.EastUS
40.114.40.132/32,eastus,AzureConnectors.EastUS
52.151.220.217/32,eastus,AzureConnectors.EastUS
52.151.221.119/32,eastus,AzureConnectors.EastUS
52.151.221.184/32,eastus,AzureConnectors.EastUS
104.41.132.180/32,eastus,AzureConnectors.EastUS
2603:1030:210:402::180/122,eastus,AzureConnectors.EastUS
20.85.69.38/32,eastus2,AzureConnectors.EastUS2
20.85.69.62/32,eastus2,AzureConnectors.EastUS2
20.85.80.197/32,eastus2,AzureConnectors.EastUS2
20.85.81.137/32,eastus2,AzureConnectors.EastUS2
20.98.192.80/28,eastus2,AzureConnectors.EastUS2
20.98.192.96/27,eastus2,AzureConnectors.EastUS2
40.70.146.208/28,eastus2,AzureConnectors.EastUS2
40.70.151.96/27,eastus2,AzureConnectors.EastUS2
52.179.236.41/32,eastus2,AzureConnectors.EastUS2
52.184.245.14/32,eastus2,AzureConnectors.EastUS2
52.225.129.144/32,eastus2,AzureConnectors.EastUS2
52.232.188.154/32,eastus2,AzureConnectors.EastUS2
104.209.247.23/32,eastus2,AzureConnectors.EastUS2
104.210.14.156/32,eastus2,AzureConnectors.EastUS2
2603:1030:40c:402::180/122,eastus2,AzureConnectors.EastUS2
20.47.150.12/32,eastus2euap,AzureConnectors.EastUS2EUAP
20.47.150.100/32,eastus2euap,AzureConnectors.EastUS2EUAP
20.47.232.80/28,eastus2euap,AzureConnectors.EastUS2EUAP
20.47.232.96/27,eastus2euap,AzureConnectors.EastUS2EUAP
40.74.146.64/28,eastus2euap,AzureConnectors.EastUS2EUAP
52.138.92.192/27,eastus2euap,AzureConnectors.EastUS2EUAP
52.225.188.182/32,eastus2euap,AzureConnectors.EastUS2EUAP
52.225.190.190/32,eastus2euap,AzureConnectors.EastUS2EUAP
2603:1030:40b:400::980/122,eastus2euap,AzureConnectors.EastUS2EUAP
40.67.58.240/28,usstagee,AzureConnectors.EastUSSTG
40.67.60.224/27,usstagee,AzureConnectors.EastUSSTG
2603:1030:104:402::180/122,usstagee,AzureConnectors.EastUSSTG
20.40.136.192/32,centralfrance,AzureConnectors.FranceCentral
20.40.146.5/32,centralfrance,AzureConnectors.FranceCentral
40.79.130.208/28,centralfrance,AzureConnectors.FranceCentral
40.79.148.96/27,centralfrance,AzureConnectors.FranceCentral
40.89.131.3/32,centralfrance,AzureConnectors.FranceCentral
40.89.135.2/32,centralfrance,AzureConnectors.FranceCentral
40.89.155.59/32,centralfrance,AzureConnectors.FranceCentral
51.11.229.148/32,centralfrance,AzureConnectors.FranceCentral
51.11.229.156/32,centralfrance,AzureConnectors.FranceCentral
51.138.215.48/28,centralfrance,AzureConnectors.FranceCentral
51.138.215.64/27,centralfrance,AzureConnectors.FranceCentral
2603:1020:805:402::180/122,centralfrance,AzureConnectors.FranceCentral
40.79.178.240/28,southfrance,AzureConnectors.FranceSouth
40.79.180.224/27,southfrance,AzureConnectors.FranceSouth
52.136.133.184/32,southfrance,AzureConnectors.FranceSouth
52.136.133.215/32,southfrance,AzureConnectors.FranceSouth
52.136.138.178/32,southfrance,AzureConnectors.FranceSouth
52.136.142.154/32,southfrance,AzureConnectors.FranceSouth
52.136.189.16/28,southfrance,AzureConnectors.FranceSouth
52.136.189.32/27,southfrance,AzureConnectors.FranceSouth
2603:1020:905:5::3c0/122,southfrance,AzureConnectors.FranceSouth
2603:1020:905:402::180/122,southfrance,AzureConnectors.FranceSouth
20.113.206.120/32,germanyn,AzureConnectors.GermanyNorth
20.113.207.64/32,germanyn,AzureConnectors.GermanyNorth
51.116.55.240/28,germanyn,AzureConnectors.GermanyNorth
51.116.59.16/28,germanyn,AzureConnectors.GermanyNorth
51.116.60.192/27,germanyn,AzureConnectors.GermanyNorth
51.116.74.32/27,germanyn,AzureConnectors.GermanyNorth
51.116.211.212/32,germanyn,AzureConnectors.GermanyNorth
2603:1020:d04:5::3c0/122,germanyn,AzureConnectors.GermanyNorth
2603:1020:d04:402::180/122,germanyn,AzureConnectors.GermanyNorth
20.52.93.80/28,germanywc,AzureConnectors.GermanyWestCentral
20.52.93.96/27,germanywc,AzureConnectors.GermanyWestCentral
20.79.90.242/32,germanywc,AzureConnectors.GermanyWestCentral
20.79.91.32/32,germanywc,AzureConnectors.GermanyWestCentral
20.79.226.84/32,germanywc,AzureConnectors.GermanyWestCentral
20.113.17.89/32,germanywc,AzureConnectors.GermanyWestCentral
51.116.155.80/28,germanywc,AzureConnectors.GermanyWestCentral
51.116.158.96/27,germanywc,AzureConnectors.GermanyWestCentral
51.116.236.78/32,germanywc,AzureConnectors.GermanyWestCentral
2603:1020:c04:402::180/122,germanywc,AzureConnectors.GermanyWestCentral
20.217.55.192/26,israelcentral,AzureConnectors.IsraelCentral
20.217.59.0/26,israelcentral,AzureConnectors.IsraelCentral
20.217.168.44/32,israelcentral,AzureConnectors.IsraelCentral
20.217.168.168/32,israelcentral,AzureConnectors.IsraelCentral
2603:1040:1402:2::3c0/122,israelcentral,AzureConnectors.IsraelCentral
2603:1040:1402:400::c0/122,israelcentral,AzureConnectors.IsraelCentral
4.232.13.98/32,italynorth,AzureConnectors.ItalyNorth
4.232.13.123/32,italynorth,AzureConnectors.ItalyNorth
4.232.98.192/26,italynorth,AzureConnectors.ItalyNorth
2603:1020:1204:1::6c0/122,italynorth,AzureConnectors.ItalyNorth
13.71.128.159/32,japaneast,AzureConnectors.JapanEast
13.71.153.19/32,japaneast,AzureConnectors.JapanEast
13.73.21.230/32,japaneast,AzureConnectors.JapanEast
13.78.108.0/28,japaneast,AzureConnectors.JapanEast
20.89.11.48/28,japaneast,AzureConnectors.JapanEast
20.89.11.64/27,japaneast,AzureConnectors.JapanEast
20.89.163.9/32,japaneast,AzureConnectors.JapanEast
20.89.163.17/32,japaneast,AzureConnectors.JapanEast
20.89.163.219/32,japaneast,AzureConnectors.JapanEast
20.89.165.31/32,japaneast,AzureConnectors.JapanEast
40.79.189.64/27,japaneast,AzureConnectors.JapanEast
2603:1040:407:402::180/122,japaneast,AzureConnectors.JapanEast
20.189.192.144/28,japanwest,AzureConnectors.JapanWest
20.189.192.160/27,japanwest,AzureConnectors.JapanWest
20.210.146.128/26,japanwest,AzureConnectors.JapanWest
40.74.100.224/28,japanwest,AzureConnectors.JapanWest
40.80.180.64/27,japanwest,AzureConnectors.JapanWest
40.80.181.128/26,japanwest,AzureConnectors.JapanWest
104.46.225.95/32,japanwest,AzureConnectors.JapanWest
104.46.226.17/32,japanwest,AzureConnectors.JapanWest
104.215.27.24/32,japanwest,AzureConnectors.JapanWest
104.215.28.128/32,japanwest,AzureConnectors.JapanWest
104.215.61.248/32,japanwest,AzureConnectors.JapanWest
2603:1040:606:3::6c0/122,japanwest,AzureConnectors.JapanWest
2603:1040:606:402::180/122,japanwest,AzureConnectors.JapanWest
20.192.32.64/26,jioindiacentral,AzureConnectors.JioIndiaCentral
20.207.0.0/26,jioindiacentral,AzureConnectors.JioIndiaCentral
2603:1040:1104:400::180/122,jioindiacentral,AzureConnectors.JioIndiaCentral
20.193.206.192/26,jioindiawest,AzureConnectors.JioIndiaWest
40.64.8.48/28,jioindiawest,AzureConnectors.JioIndiaWest
40.64.8.128/27,jioindiawest,AzureConnectors.JioIndiaWest
2603:1040:d04:c02::80/122,jioindiawest,AzureConnectors.JioIndiaWest
20.44.29.64/27,koreacentral,AzureConnectors.KoreaCentral
20.194.40.106/32,koreacentral,AzureConnectors.KoreaCentral
20.196.249.60/32,koreacentral,AzureConnectors.KoreaCentral
20.196.249.145/32,koreacentral,AzureConnectors.KoreaCentral
20.196.250.135/32,koreacentral,AzureConnectors.KoreaCentral
20.200.194.160/27,koreacentral,AzureConnectors.KoreaCentral
20.200.194.192/28,koreacentral,AzureConnectors.KoreaCentral
20.200.204.248/32,koreacentral,AzureConnectors.KoreaCentral
52.141.1.104/32,koreacentral,AzureConnectors.KoreaCentral
52.141.36.214/32,koreacentral,AzureConnectors.KoreaCentral
52.231.18.208/28,koreacentral,AzureConnectors.KoreaCentral
2603:1040:f05:402::180/122,koreacentral,AzureConnectors.KoreaCentral
52.147.117.32/27,koreasouth,AzureConnectors.KoreaSouth
52.147.117.64/28,koreasouth,AzureConnectors.KoreaSouth
52.231.147.0/28,koreasouth,AzureConnectors.KoreaSouth
52.231.148.224/27,koreasouth,AzureConnectors.KoreaSouth
52.231.155.183/32,koreasouth,AzureConnectors.KoreaSouth
52.231.163.10/32,koreasouth,AzureConnectors.KoreaSouth
52.231.195.195/32,koreasouth,AzureConnectors.KoreaSouth
52.231.201.173/32,koreasouth,AzureConnectors.KoreaSouth
2603:1040:e05:5::7c0/122,koreasouth,AzureConnectors.KoreaSouth
20.17.25.0/26,malaysiasouth,AzureConnectors.MalaysiaSouth
20.17.67.0/26,malaysiasouth,AzureConnectors.MalaysiaSouth
2603:1040:1503:2::580/122,malaysiasouth,AzureConnectors.MalaysiaSouth
2603:1040:1503:400::c0/122,malaysiasouth,AzureConnectors.MalaysiaSouth
158.23.108.64/26,mexicocentral,AzureConnectors.MexicoCentral
2603:1030:702:2::80/122,mexicocentral,AzureConnectors.MexicoCentral
172.204.164.128/26,newzealandnorth,AzureConnectors.NewZealandNorth
172.204.174.128/28,newzealandnorth,AzureConnectors.NewZealandNorth
2603:1010:502:2::40/122,newzealandnorth,AzureConnectors.NewZealandNorth
20.51.4.192/27,northcentralus,AzureConnectors.NorthCentralUS
20.51.4.224/28,northcentralus,AzureConnectors.NorthCentralUS
20.221.230.54/32,northcentralus,AzureConnectors.NorthCentralUS
20.236.90.161/32,northcentralus,AzureConnectors.NorthCentralUS
52.162.107.160/28,northcentralus,AzureConnectors.NorthCentralUS
52.162.111.192/27,northcentralus,AzureConnectors.NorthCentralUS
52.162.126.4/32,northcentralus,AzureConnectors.NorthCentralUS
52.162.242.161/32,northcentralus,AzureConnectors.NorthCentralUS
65.52.197.64/32,northcentralus,AzureConnectors.NorthCentralUS
2603:1030:608:402::180/122,northcentralus,AzureConnectors.NorthCentralUS
13.69.171.0/32,northeurope,AzureConnectors.NorthEurope
13.69.227.208/28,northeurope,AzureConnectors.NorthEurope
13.69.231.192/27,northeurope,AzureConnectors.NorthEurope
20.82.159.224/32,northeurope,AzureConnectors.NorthEurope
20.82.224.59/32,northeurope,AzureConnectors.NorthEurope
20.82.225.129/32,northeurope,AzureConnectors.NorthEurope
20.82.226.52/32,northeurope,AzureConnectors.NorthEurope
20.82.226.163/32,northeurope,AzureConnectors.NorthEurope
20.82.246.112/28,northeurope,AzureConnectors.NorthEurope
20.93.81.75/32,northeurope,AzureConnectors.NorthEurope
52.146.138.32/27,northeurope,AzureConnectors.NorthEurope
52.178.150.68/32,northeurope,AzureConnectors.NorthEurope
94.245.91.93/32,northeurope,AzureConnectors.NorthEurope
2603:1020:5:402::180/122,northeurope,AzureConnectors.NorthEurope
20.100.0.96/27,norwaye,AzureConnectors.NorwayEast
20.100.0.128/28,norwaye,AzureConnectors.NorwayEast
51.13.18.216/32,norwaye,AzureConnectors.NorwayEast
51.13.18.233/32,norwaye,AzureConnectors.NorwayEast
51.13.28.173/32,norwaye,AzureConnectors.NorwayEast
51.13.28.197/32,norwaye,AzureConnectors.NorwayEast
51.120.98.224/28,norwaye,AzureConnectors.NorwayEast
51.120.100.192/27,norwaye,AzureConnectors.NorwayEast
2603:1020:e04:402::180/122,norwaye,AzureConnectors.NorwayEast
51.13.139.160/27,norwayw,AzureConnectors.NorwayWest
51.13.139.192/28,norwayw,AzureConnectors.NorwayWest
51.13.147.130/32,norwayw,AzureConnectors.NorwayWest
51.13.150.71/32,norwayw,AzureConnectors.NorwayWest
51.120.218.240/28,norwayw,AzureConnectors.NorwayWest
51.120.220.192/27,norwayw,AzureConnectors.NorwayWest
2603:1020:f04:6::3c0/122,norwayw,AzureConnectors.NorwayWest
2603:1020:f04:402::180/122,norwayw,AzureConnectors.NorwayWest
20.215.144.243/32,polandcentral,AzureConnectors.PolandCentral
20.215.144.251/32,polandcentral,AzureConnectors.PolandCentral
20.215.155.0/26,polandcentral,AzureConnectors.PolandCentral
20.215.169.128/26,polandcentral,AzureConnectors.PolandCentral
2603:1020:1302:2::600/122,polandcentral,AzureConnectors.PolandCentral
2603:1020:1302:400::c0/122,polandcentral,AzureConnectors.PolandCentral
4.171.26.0/26,qatarcentral,AzureConnectors.QatarCentral
20.21.43.0/26,qatarcentral,AzureConnectors.QatarCentral
20.21.210.110/32,qatarcentral,AzureConnectors.QatarCentral
20.21.210.196/32,qatarcentral,AzureConnectors.QatarCentral
20.173.2.102/32,qatarcentral,AzureConnectors.QatarCentral
2603:1040:1002:5::380/122,qatarcentral,AzureConnectors.QatarCentral
2603:1040:1002:400::c0/122,qatarcentral,AzureConnectors.QatarCentral
102.37.166.80/28,southafricanorth,AzureConnectors.SouthAfricaNorth
102.37.166.96/27,southafricanorth,AzureConnectors.SouthAfricaNorth
102.133.155.0/28,southafricanorth,AzureConnectors.SouthAfricaNorth
102.133.168.167/32,southafricanorth,AzureConnectors.SouthAfricaNorth
102.133.203.251/32,southafricanorth,AzureConnectors.SouthAfricaNorth
102.133.204.15/32,southafricanorth,AzureConnectors.SouthAfricaNorth
102.133.204.65/32,southafricanorth,AzureConnectors.SouthAfricaNorth
102.133.204.66/32,southafricanorth,AzureConnectors.SouthAfricaNorth
102.133.253.0/27,southafricanorth,AzureConnectors.SouthAfricaNorth
2603:1000:104:402::180/122,southafricanorth,AzureConnectors.SouthAfricaNorth
102.37.64.0/27,southafricawest,AzureConnectors.SouthAfricaWest
102.37.84.128/27,southafricawest,AzureConnectors.SouthAfricaWest
102.37.84.160/28,southafricawest,AzureConnectors.SouthAfricaWest
102.133.27.0/28,southafricawest,AzureConnectors.SouthAfricaWest
102.133.72.85/32,southafricawest,AzureConnectors.SouthAfricaWest
2603:1000:4:402::180/122,southafricawest,AzureConnectors.SouthAfricaWest
13.65.86.57/32,southcentralus,AzureConnectors.SouthCentralUS
13.73.244.224/27,southcentralus,AzureConnectors.SouthCentralUS
20.94.164.201/32,southcentralus,AzureConnectors.SouthCentralUS
20.94.164.244/32,southcentralus,AzureConnectors.SouthCentralUS
20.97.33.48/28,southcentralus,AzureConnectors.SouthCentralUS
20.97.33.64/27,southcentralus,AzureConnectors.SouthCentralUS
52.171.130.92/32,southcentralus,AzureConnectors.SouthCentralUS
52.185.230.131/32,southcentralus,AzureConnectors.SouthCentralUS
52.185.230.134/32,southcentralus,AzureConnectors.SouthCentralUS
104.214.19.48/28,southcentralus,AzureConnectors.SouthCentralUS
104.214.70.191/32,southcentralus,AzureConnectors.SouthCentralUS
104.214.107.148/32,southcentralus,AzureConnectors.SouthCentralUS
2603:1030:807:402::180/122,southcentralus,AzureConnectors.SouthCentralUS
20.44.3.0/28,usstagec,AzureConnectors.SouthCentralUSSTG
23.100.208.0/27,usstagec,AzureConnectors.SouthCentralUSSTG
13.71.125.22/32,southindia,AzureConnectors.SouthIndia
13.71.127.26/32,southindia,AzureConnectors.SouthIndia
13.71.127.169/32,southindia,AzureConnectors.SouthIndia
20.192.152.64/27,southindia,AzureConnectors.SouthIndia
20.192.152.96/28,southindia,AzureConnectors.SouthIndia
20.192.184.32/27,southindia,AzureConnectors.SouthIndia
40.78.194.240/28,southindia,AzureConnectors.SouthIndia
52.172.80.0/26,southindia,AzureConnectors.SouthIndia
104.211.206.193/32,southindia,AzureConnectors.SouthIndia
104.211.208.168/32,southindia,AzureConnectors.SouthIndia
2603:1040:c06:6::1c0/122,southindia,AzureConnectors.SouthIndia
2603:1040:c06:402::180/122,southindia,AzureConnectors.SouthIndia
13.67.8.240/28,southeastasia,AzureConnectors.SoutheastAsia
13.67.15.32/27,southeastasia,AzureConnectors.SoutheastAsia
20.195.82.240/28,southeastasia,AzureConnectors.SoutheastAsia
20.195.83.0/27,southeastasia,AzureConnectors.SoutheastAsia
20.198.148.72/32,southeastasia,AzureConnectors.SoutheastAsia
20.198.213.242/32,southeastasia,AzureConnectors.SoutheastAsia
20.198.215.60/32,southeastasia,AzureConnectors.SoutheastAsia
20.205.248.224/32,southeastasia,AzureConnectors.SoutheastAsia
52.187.68.19/32,southeastasia,AzureConnectors.SoutheastAsia
52.187.147.27/32,southeastasia,AzureConnectors.SoutheastAsia
2603:1040:5:402::180/122,southeastasia,AzureConnectors.SoutheastAsia
68.221.92.64/26,spaincentral,AzureConnectors.SpainCentral
2603:1020:1403:2::80/122,spaincentral,AzureConnectors.SpainCentral
20.240.10.145/32,swedencentral,AzureConnectors.SwedenCentral
20.240.11.143/32,swedencentral,AzureConnectors.SwedenCentral
51.12.29.112/28,swedencentral,AzureConnectors.SwedenCentral
51.12.72.128/27,swedencentral,AzureConnectors.SwedenCentral
51.12.98.240/28,swedencentral,AzureConnectors.SwedenCentral
51.12.102.0/26,swedencentral,AzureConnectors.SwedenCentral
2603:1020:1004:c02::80/122,swedencentral,AzureConnectors.SwedenCentral
51.12.20.224/27,swedensouth,AzureConnectors.SwedenSouth
51.12.22.128/28,swedensouth,AzureConnectors.SwedenSouth
51.12.202.240/28,swedensouth,AzureConnectors.SwedenSouth
51.12.205.192/26,swedensouth,AzureConnectors.SwedenSouth
2603:1020:1104:400::180/122,swedensouth,AzureConnectors.SwedenSouth
20.208.24.31/32,switzerlandn,AzureConnectors.SwitzerlandNorth
20.208.25.252/32,switzerlandn,AzureConnectors.SwitzerlandNorth
20.250.210.60/32,switzerlandn,AzureConnectors.SwitzerlandNorth
20.250.210.118/32,switzerlandn,AzureConnectors.SwitzerlandNorth
51.103.142.22/32,switzerlandn,AzureConnectors.SwitzerlandNorth
51.103.143.163/32,switzerlandn,AzureConnectors.SwitzerlandNorth
51.107.59.16/28,switzerlandn,AzureConnectors.SwitzerlandNorth
51.107.60.224/27,switzerlandn,AzureConnectors.SwitzerlandNorth
51.107.86.217/32,switzerlandn,AzureConnectors.SwitzerlandNorth
51.107.246.112/28,switzerlandn,AzureConnectors.SwitzerlandNorth
51.107.246.128/27,switzerlandn,AzureConnectors.SwitzerlandNorth
2603:1020:a04:402::180/122,switzerlandn,AzureConnectors.SwitzerlandNorth
51.107.155.16/28,switzerlandw,AzureConnectors.SwitzerlandWest
51.107.156.224/27,switzerlandw,AzureConnectors.SwitzerlandWest
51.107.224.253/32,switzerlandw,AzureConnectors.SwitzerlandWest
51.107.226.15/32,switzerlandw,AzureConnectors.SwitzerlandWest
51.107.254.32/27,switzerlandw,AzureConnectors.SwitzerlandWest
51.107.254.64/28,switzerlandw,AzureConnectors.SwitzerlandWest
2603:1020:b04:5::540/122,switzerlandw,AzureConnectors.SwitzerlandWest
2603:1020:b04:402::180/122,switzerlandw,AzureConnectors.SwitzerlandWest
51.53.40.64/26,taiwannorth,AzureConnectors.TaiwanNorth
51.53.107.0/26,taiwannorth,AzureConnectors.TaiwanNorth
2603:1040:1302:2::580/122,taiwannorth,AzureConnectors.TaiwanNorth
2603:1040:1302:400::c0/122,taiwannorth,AzureConnectors.TaiwanNorth
51.53.136.64/26,taiwannorthwest,AzureConnectors.TaiwanNorthwest
51.53.187.0/26,taiwannorthwest,AzureConnectors.TaiwanNorthwest
2603:1040:1202:2::4c0/122,taiwannorthwest,AzureConnectors.TaiwanNorthwest
2603:1040:1202:400::c0/122,taiwannorthwest,AzureConnectors.TaiwanNorthwest
20.37.74.192/28,uaecentral,AzureConnectors.UAECentral
20.45.67.36/32,uaecentral,AzureConnectors.UAECentral
20.45.67.45/32,uaecentral,AzureConnectors.UAECentral
